nudi_id,treat_num,size_mm,treatment_c,reaction,time_min,time_s,cue_type,cerata_1,cerata_2,cerata_3,nematocyst_avg
25_cons1_maddy,6,56,16,1,07:20,440,pred,20,60,30,36.66666667
